YYYYMMDD,lat,long,basin_name,station_id,acton_id,station_name,elevation,wteq_amt,wteq_med,wteq_amt_pct_med,prec_wytd_amt,prec_wytd_avg,prec_wytd_pctavg
1990-02-10,44.55,-115.5666667,CLEARWATER AND SALMON,439,15E04S,Deadwood Summit,6860,23.3,26.2,89.0,27.0,31.0,87.0
1990-02-10,46.8333333,-116.1166667,CLEARWATER AND SALMON,466,16C20S,Elk Butte,5690,30.4,25.6,119.0,37.6,32.9,114.0
1990-02-10,43.8833333,-114.6666667,CLEARWATER AND SALMON,489,14F17S,Galena,7470,9.3,11.7,79.0,11.5,13.3,86.0
1990-02-10,43.8666667,-114.71666670000002,CLEARWATER AND SALMON,490,14F12S,Galena Summit,8780,9.7,12.6,77.0,11.9,14.0,85.0
1990-02-10,46.4833333,-115.6333333,CLEARWATER AND SALMON,520,15C06S,Hemlock Butte,5810,36.1,31.2,116.0,40.0,35.7,112.0
1990-02-10,46.9833333,-115.03333329999998,CLEARWATER AND SALMON,530,15C10S,Hoodoo Basin,6050,34.2,27.3,125.0,43.6,33.4,131.0
1990-02-10,46.5666667,-115.75,CLEARWATER AND SALMON,747,15C04S,Shanghi Summit,4600,19.0,18.2,104.0,28.1,28.7,98.0
1990-02-10,45.1833333,-115.96666670000002,CLEARWATER AND SALMON,740,15D01S,Secesh Summit,6540,18.9,20.7,91.0,21.9,23.0,95.0
1990-02-10,46.46666670000001,-114.6333333,CLEARWATER AND SALMON,735,14C04S,Savage Pass,6190,19.5,17.5,111.0,23.9,21.5,111.0
1990-02-10,45.7,-113.96666670000002,CLEARWATER AND SALMON,727,13D22S,Saddle Mtn.,7940,17.9,16.6,108.0,17.0,16.3,104.0
1990-02-10,45.7333333,-114.48333329999998,CLEARWATER AND SALMON,662,14D02S,Nez Perce Camp,5650,10.2,9.2,111.0,15.7,14.4,109.0
1990-02-10,45.7,-115.23333329999998,CLEARWATER AND SALMON,650,15D06S,Mountain Meadows,6320,14.5,14.4,101.0,17.8,17.9,99.0
1990-02-10,45.2666667,-117.1666667,"GRAND RONDE, POWDER, BURNT, IMNAHA",653,17D18S,Mt. Howard,7910,11.1,10.3,108.0,19.4,18.9,103.0
1990-02-10,44.85,-114.26666670000002,CLEARWATER AND SALMON,639,14E04S,Morgan Creek,7600,6.6,7.3,90.0,8.7,10.7,81.0
1990-02-10,44.4166667,-113.4,CLEARWATER AND SALMON,636,13E06S,Moonshine,7440,6.7,6.4,105.0,8.9,8.8,101.0
1990-02-10,44.46666670000001,-114.48333329999998,CLEARWATER AND SALMON,627,14E01S,Mill Creek Summit,8800,11.8,12.5,94.0,11.2,13.1,85.0
1990-02-10,44.4333333,-113.3166667,CLEARWATER AND SALMON,620,13E18S,Meadow Lake,9150,10.7,10.0,107.0,13.8,11.6,119.0
1990-02-10,47.0833333,-115.96666670000002,CLEARWATER AND SALMON,600,15B14S,Lost Lake,6110,45.1,39.9,113.0,51.9,41.9,124.0
1990-02-10,46.6333333,-114.5833333,CLEARWATER AND SALMON,588,14C05S,Lolo Pass,5240,24.1,19.3,125.0,32.6,24.5,133.0
1990-02-10,45.0,-113.45,CLEARWATER AND SALMON,576,13E23S,Lemhi Ridge,8100,6.0,6.8,88.0,8.6,8.6,100.0
1990-02-10,45.6666667,-113.95,CLEARWATER AND SALMON,638,13D16S,Moose Creek,6200,10.2,11.9,86.0,13.0,14.5,90.0
1990-02-10,44.7666667,-116.25,CLEARWATER AND SALMON,782,16E05S,Squaw Flat,6240,11.8,14.0,84.0,15.6,21.2,74.0
1990-02-10,45.2666667,-117.6833333,"GRAND RONDE, POWDER, BURNT, IMNAHA",647,17D06S,Moss Springs,5760,13.7,17.1,80.0,20.7,24.0,86.0
1990-02-10,44.8666667,-118.1166667,"GRAND RONDE, POWDER, BURNT, IMNAHA",464,18E03S,Eilertson Meadows,5510,4.6,8.5,54.0,11.0,14.5,76.0
1990-02-10,44.3,-115.23333329999998,"WEISER, PAYETTE, BOISE",312,15E11S,Banner Summit,7040,15.1,16.8,90.0,18.4,21.0,88.0
1990-02-10,44.95,-116.15,"WEISER, PAYETTE, BOISE",319,16E11S,Bear Basin,5350,8.5,11.5,74.0,12.9,17.2,75.0
1990-02-10,44.6,-116.98333329999998,"WEISER, PAYETTE, BOISE",324,16E10S,Bear Saddle,6180,10.0,17.3,58.0,11.8,17.8,66.0
1990-02-10,44.6333333,-115.8,"WEISER, PAYETTE, BOISE",338,15E02S,Big Creek Summit,6560,17.5,22.5,78.0,19.4,24.9,78.0
1990-02-10,45.05,-116.1333333,"WEISER, PAYETTE, BOISE",370,16D09S,Brundage Reservoir,6250,16.4,18.8,87.0,20.9,25.8,81.0
1990-02-10,44.2833333,-115.65,"WEISER, PAYETTE, BOISE",423,15E08S,Cozy Cove,5400,8.9,10.5,85.0,12.5,17.6,71.0
1990-02-10,44.55,-115.5666667,"WEISER, PAYETTE, BOISE",439,15E04S,Deadwood Summit,6860,23.3,26.2,89.0,27.0,31.0,87.0
1990-02-10,43.6,-114.6666667,"WEISER, PAYETTE, BOISE",450,14F08S,Dollarhide Summit,8420,11.5,14.0,103.0,14.8,18.1,82.0
1990-02-10,43.95,-115.26666670000002,"WEISER, PAYETTE, BOISE",496,15F14S,Graham Guard Sta.,5690,8.4,10.1,83.0,13.4,16.1,83.0
1990-02-10,44.05,-115.45,"WEISER, PAYETTE, BOISE",550,15E09S,Jackson Peak,7070,15.9,18.9,84.0,19.3,23.0,84.0
1990-02-10,43.9333333,-115.6666667,"WEISER, PAYETTE, BOISE",637,15F01S,Mores Creek Summit,6100,16.8,21.1,80.0,20.4,25.3,81.0
1990-02-10,43.5,-115.5666667,"WEISER, PAYETTE, BOISE",704,15F06S,Prairie,4800,4.6,4.5,102.0,8.6,10.7,80.0
1990-02-10,45.1833333,-115.96666670000002,"WEISER, PAYETTE, BOISE",740,15D01S,Secesh Summit,6540,18.9,20.7,91.0,21.9,23.0,95.0
1990-02-10,44.7666667,-116.25,"WEISER, PAYETTE, BOISE",782,16E05S,Squaw Flat,6240,11.8,14.0,84.0,15.6,21.2,74.0
1990-02-10,43.6333333,-115.4333333,"WEISER, PAYETTE, BOISE",830,15F05S,Trinity Mtn.,7770,18.1,25.7,70.0,21.1,27.7,76.0
1990-02-10,43.8,-114.85,"WEISER, PAYETTE, BOISE",845,14F04S,Vienna Mine,8960,18.0,20.7,87.0,18.6,21.2,88.0
1990-02-10,45.0666667,-116.45,"WEISER, PAYETTE, BOISE",855,16D08S,West Branch,5560,15.2,15.2,100.0,18.9,21.6,88.0
1990-02-10,45.1833333,-118.55,"GRAND RONDE, POWDER, BURNT, IMNAHA",422,18D08S,County Line,4830,3.1,4.2,74.0,6.8,10.1,67.0
1990-02-10,44.8333333,-118.1833333,"GRAND RONDE, POWDER, BURNT, IMNAHA",361,18E05S,Bourne,5850,10.0,12.0,83.0,13.6,17.1,80.0
1990-02-10,45.15,-118.21666670000002,"GRAND RONDE, POWDER, BURNT, IMNAHA",331,18D09S,Beaver Reservoir,5150,8.5,7.1,120.0,9.9,13.9,71.0
1990-02-10,45.21666670000001,-117.2,"GRAND RONDE, POWDER, BURNT, IMNAHA",302,17D02S,Aneroid Lake #2,7400,16.1,16.0,101.0,18.1,20.9,87.0
1990-02-10,41.2333333,-116.03333329999998,OWYHEE MALHEUR,811,15H09S,Taylor Canyon,6325,2.1,4.4,48.0,4.8,6.0,80.0
1990-02-10,42.7666667,-116.9,OWYHEE MALHEUR,774,16G01S,South Mtn.,6500,9.3,12.8,73.0,13.2,16.4,80.0
1990-02-10,44.7666667,-118.3166667,"GRAND RONDE, POWDER, BURNT, IMNAHA",494,18E08S,Gold Center,5410,6.1,7.6,80.0,8.3,12.6,66.0
1990-02-10,42.6,-116.5666667,OWYHEE MALHEUR,654,16G07S,Mud Flat,5730,5.6,5.6,100.0,7.0,8.0,88.0
1990-02-10,44.21666670000001,-118.6333333,OWYHEE MALHEUR,563,18E18S,Lake Creek R.S.,5240,4.7,10.1,47.0,10.4,13.8,75.0
1990-02-10,41.5166667,-116.01666670000002,OWYHEE MALHEUR,549,16H04S,Jacks Peak,8424,14.65,14.0,103.0,13.6,17.3,79.0
1990-02-10,41.55,-116.0,OWYHEE MALHEUR,548,16H02S,Jack Creek Upper,7377,10.6,10.7,99.0,10.7,13.5,79.0
1990-02-10,41.8166667,-116.1,OWYHEE MALHEUR,476,16H08S,Fawn Creek,7031,14.2,10.9,130.0,14.8,15.0,99.0
1990-02-10,44.25,-118.51666670000002,OWYHEE MALHEUR,357,18E16S,Blue Mountain Spring,5870,12.1,11.9,102.0,15.8,17.9,88.0
1990-02-10,41.7666667,-115.7,OWYHEE MALHEUR,336,15H04S,Big Bend,6898,5.3,6.8,78.0,6.3,7.6,83.0
1990-02-10,41.7833333,-116.03333329999998,OWYHEE MALHEUR,573,16H05S,Laurel Draw,6682,7.7,8.5,91.0,10.5,12.5,84.0
1990-02-10,43.75,-115.23333329999998,"WEISER, PAYETTE, BOISE",306,15F04S,Atlanta Summit,7580,15.3,20.0,76.0,18.1,22.8,79.0
1990-02-10,46.15,-114.45,CLEARWATER AND SALMON,835,14C13S,Twelvemile Creek,5600,14.9,11.9,125.0,25.7,22.9,112.0
1990-02-10,43.8,-114.85,CLEARWATER AND SALMON,845,14F04S,Vienna Mine,8960,18.0,20.7,87.0,18.6,21.2,88.0
1990-02-10,45.1833333,-121.6833333,WILLAMETTE,401,21D12S,Clear Lake,3810,15.9,10.6,150.0,24.9,26.5,94.0
1990-02-10,44.4333333,-121.95,WILLAMETTE,733,21E05S,Santiam Jct.,3740,14.9,13.6,110.0,40.7,43.2,94.0
1990-02-10,44.5166667,-122.0833333,WILLAMETTE,434,22E08S,Daly Lake,3690,19.4,10.7,181.0,47.8,48.9,98.0
1990-02-10,44.3833333,-122.1666667,WILLAMETTE,552,22E07S,Jump Off Joe,3520,14.3,9.3,154.0,47.9,47.7,100.0
1990-02-10,45.0333333,-121.9333333,WILLAMETTE,687,21D14S,Peavine Ridge,3420,16.7,10.8,155.0,36.8,37.8,97.0
1990-02-10,45.1,-121.75,WILLAMETTE,398,21D13S,Clackamas Lake,3400,13.4,10.4,129.0,32.3,32.6,99.0
1990-02-10,45.55,-123.3666667,WILLAMETTE,726,23D01S,Saddle Mountain,3110,19.1,14.0,103.0,67.1,60.5,111.0
1990-02-10,43.6666667,-122.21666670000002,WILLAMETTE,710,22F05S,Railroad Overpass,2680,2.6,0.0,103.0,20.3,29.8,68.0
1990-02-10,44.6,-121.96666670000002,WILLAMETTE,614,21E04S,Marion Forks,2590,12.3,6.7,184.0,47.1,48.4,97.0
1990-02-10,45.5333333,-123.3,WILLAMETTE,743,23D02S,Seine Creek,2060,8.7,0.0,103.0,46.2,44.7,103.0
1990-02-10,45.25,-123.28333329999998,WILLAMETTE,1084,23D03S,Miller Woods,420,14.65,14.0,103.0,19.4,21.1,97.5
1990-02-10,46.15,-122.15,"LEWIS, COWLITZ",553,22C09S,June Lake,3440,40.9,29.4,139.0,110.6,99.4,111.0
1990-02-10,46.2666667,-121.96666670000002,"LEWIS, COWLITZ",591,21C26S,Lone Pine,3930,27.9,25.0,112.0,65.7,57.6,114.0
1990-02-10,46.7833333,-121.75,"LEWIS, COWLITZ",679,21C35S,Paradise,5130,52.2,47.6,110.0,74.9,67.2,111.0
1990-02-10,46.6166667,-121.3833333,"LEWIS, COWLITZ",692,21C33S,Pigtail Peak,5800,43.8,36.4,120.0,61.0,46.4,131.0
1990-02-10,46.35,-121.51666670000002,"LEWIS, COWLITZ",702,21C14S,Potato Hill,4510,21.1,18.7,113.0,42.0,38.3,110.0
1990-02-10,46.2,-122.25,"LEWIS, COWLITZ",748,22C10S,Sheep Canyon,3990,35.1,23.1,152.0,76.0,71.9,106.0
1990-02-10,48.5333333,-120.98333329999998,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",817,20A07S,Thunder Basin,4320,38.7,23.9,162.0,53.0,43.5,122.0
1990-02-10,47.2666667,-121.3333333,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",788,21B10S,Stampede Pass,3850,44.6,29.5,151.0,66.0,53.0,125.0
1990-02-10,47.1666667,-121.4166667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",1068,21B31S,Sawmill Ridge,4640,14.65,14.0,103.0,19.4,21.1,97.5
1990-02-10,48.5166667,-120.73333329999998,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",711,20A09S,Rainy Pass,4890,32.5,27.0,120.0,36.3,33.5,108.0
1990-02-10,47.3666667,-121.45,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",672,21B55S,Olallie Meadows,4030,39.4,36.2,109.0,94.1,71.9,131.0
1990-02-10,47.2833333,-121.6666667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",420,21B42S,Cougar Mountain,3200,21.2,12.6,168.0,68.5,53.8,127.0
1990-02-10,44.6166667,-122.23333329999998,WILLAMETTE,584,22E09S,Little Meadows,4020,24.3,17.4,140.0,69.3,66.4,104.0
1990-02-10,47.3333333,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",899,21B20S,Tinkham Creek,2990,14.65,21.4,103.0,19.4,61.1,97.5
1990-02-10,47.2833333,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",897,21B59S,Meadows Pass,3230,14.65,17.9,103.0,19.4,56.1,97.5
1990-02-10,47.0166667,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",418,21B13S,Corral Pass,5800,30.0,24.5,122.0,39.5,33.2,119.0
1990-02-10,46.1,-121.76666670000002,"LEWIS, COWLITZ",804,21C13S,Surprise Lakes,4290,37.8,35.4,107.0,61.2,57.7,106.0
1990-02-10,46.35,-121.0833333,"LEWIS, COWLITZ",599,21C39S,Lost Horse,5120,14.65,14.7,103.0,19.4,20.6,97.5
1990-02-10,46.2666667,-122.1833333,"LEWIS, COWLITZ",777,22C12S,Spirit Lake,3520,18.0,3.2,562.0,59.0,52.1,113.0
1990-02-10,46.1833333,-121.9333333,"LEWIS, COWLITZ",776,21C20S,Spencer Meadow,3400,32.6,24.1,135.0,68.8,59.5,116.0
1990-02-10,47.35,-121.5666667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",898,21B21S,Mount Gardner,2920,14.65,13.5,103.0,19.4,58.4,97.5
1990-02-10,46.15,-114.5,CLEARWATER AND SALMON,836,14C12S,Twin Lakes,6400,33.1,26.0,127.0,38.6,31.9,121.0
1990-02-10,45.25,-121.73333329999998,WILLAMETTE,655,21D35S,Mud Ridge,4070,24.9,20.6,121.0,39.9,39.9,100.0
1990-02-10,44.4166667,-121.85,WILLAMETTE,526,21E06S,Hogg Pass,4790,23.0,14.9,154.0,43.2,45.5,95.0
1990-02-10,45.0666667,-116.45,CLEARWATER AND SALMON,855,16D08S,West Branch,5560,15.2,15.2,100.0,18.9,21.6,88.0
1990-02-10,45.1833333,-119.25,"UMATILLA, WALLA WALLA, WILLOW",304,19D02S,Arbuckle Mtn,5770,7.2,13.3,54.0,11.6,17.5,66.0
1990-02-10,45.3666667,-118.46666670000002,"UMATILLA, WALLA WALLA, WILLOW",362,18D20S,Bowman Springs,4530,3.2,6.7,48.0,8.4,12.5,67.0
1990-02-10,45.55,-118.45,"UMATILLA, WALLA WALLA, WILLOW",470,18D04S,Emigrant Springs,3800,4.1,5.3,77.0,12.9,16.7,77.0
1990-02-10,45.7,-118.1,"UMATILLA, WALLA WALLA, WILLOW",523,18D19S,High Ridge,4920,11.4,17.1,67.0,20.9,26.7,78.0
1990-02-10,46.1166667,-117.85,"UMATILLA, WALLA WALLA, WILLOW",824,17C05S,Touchet,5530,22.8,22.4,102.0,31.2,31.7,98.0
1990-02-10,45.1833333,-119.25,"DESCHUTES, CROOKED, JOHN DAY",304,19D02S,Arbuckle Mtn,5770,7.2,13.3,54.0,11.6,17.5,66.0
1990-02-10,44.25,-118.51666670000002,"DESCHUTES, CROOKED, JOHN DAY",357,18E16S,Blue Mountain Spring,5870,12.1,11.9,102.0,15.8,17.9,88.0
1990-02-10,43.5833333,-122.0666667,"DESCHUTES, CROOKED, JOHN DAY",388,22F03S,Cascade Summit,5100,19.0,20.9,91.0,28.4,37.8,75.0
1990-02-10,43.2333333,-121.8,"DESCHUTES, CROOKED, JOHN DAY",395,21F22S,Chemult Alternate,4850,3.9,8.1,48.0,11.9,15.7,76.0
1990-02-10,44.45,-119.9333333,"DESCHUTES, CROOKED, JOHN DAY",440,19E03S,Derr.,5850,6.8,10.7,64.0,9.7,14.8,66.0
1990-02-10,44.4166667,-121.85,"DESCHUTES, CROOKED, JOHN DAY",526,21E06S,Hogg Pass,4790,23.0,14.9,154.0,43.2,45.5,95.0
1990-02-10,43.8,-121.95,"DESCHUTES, CROOKED, JOHN DAY",545,21F21S,Irish Taylor,5540,11.4,24.4,47.0,34.2,38.6,89.0
1990-02-10,45.2666667,-118.85,"DESCHUTES, CROOKED, JOHN DAY",605,18D06S,Lucky Strike,4970,5.9,6.3,94.0,8.1,12.9,63.0
1990-02-10,43.5166667,-121.98333329999998,"DESCHUTES, CROOKED, JOHN DAY",660,21F10S,New Crescent Lake,4910,9.3,10.7,87.0,17.0,23.1,74.0
1990-02-10,44.4333333,-120.3333333,"DESCHUTES, CROOKED, JOHN DAY",671,20E02S,Ochoco Meadows,5430,4.3,7.6,57.0,9.5,14.6,65.0
1990-02-10,44.2666667,-119.01666670000002,"DESCHUTES, CROOKED, JOHN DAY",789,19E07S,Starr Ridge,5250,4.8,5.4,89.0,6.2,10.0,62.0
1990-02-10,44.21666670000001,-121.8666667,WILLAMETTE,619,21E07S,Mckenzie,4770,33.2,30.3,110.0,50.1,54.5,92.0
1990-02-10,43.6666667,-122.5666667,WILLAMETTE,529,22F42S,Holland Meadows,4930,18.5,15.5,119.0,38.8,42.0,92.0
1990-02-10,43.9,-122.03333329999998,WILLAMETTE,719,22F43S,Roaring River,4950,16.7,19.8,84.0,33.8,39.6,85.0
1990-02-10,43.5833333,-122.0666667,WILLAMETTE,388,22F03S,Cascade Summit,5100,19.0,20.9,91.0,28.4,37.8,75.0
1990-02-10,43.8,-121.95,WILLAMETTE,545,21F21S,Irish Taylor,5540,11.4,24.4,47.0,34.2,38.6,89.0
1990-02-10,43.45,-122.1333333,WILLAMETTE,801,22F14S,Summit Lake,5610,20.9,25.3,83.0,33.5,40.5,83.0
1990-02-10,43.6166667,-122.1166667,WILLAMETTE,729,22F04S,Salt Creek Falls,4220,13.3,14.1,94.0,33.2,41.2,81.0
1990-02-10,45.46666670000001,-121.7,"LOWER COLUMBIA, HOOD RIVER",712,21D04S,Red Hill,4410,44.4,35.3,126.0,72.1,64.9,111.0
1990-02-10,45.6166667,-121.7,"LOWER COLUMBIA, HOOD RIVER",504,21D01S,Greenpoint,3310,17.2,15.0,115.0,46.7,44.4,105.0
1990-02-10,45.1833333,-121.6833333,"LOWER COLUMBIA, HOOD RIVER",401,21D12S,Clear Lake,3810,15.9,10.6,150.0,24.9,26.5,94.0
1990-02-10,45.4333333,-121.85,"LOWER COLUMBIA, HOOD RIVER",351,21D33S,Blazed Alder,3650,31.6,20.9,151.0,70.2,68.9,102.0
1990-02-10,45.1,-119.5,"LOWER COLUMBIA, HOOD RIVER",608,19D03S,Madison Butte,5150,2.2,4.0,55.0,5.8,8.9,65.0
1990-02-10,44.65,-118.4333333,"DESCHUTES, CROOKED, JOHN DAY",821,18E09S,Tipton,5150,6.5,9.3,70.0,9.3,12.9,72.0
1990-02-10,44.15,-121.6333333,"DESCHUTES, CROOKED, JOHN DAY",815,21E13S,Three Creeks Meadow,5690,8.1,13.4,60.0,20.9,25.5,82.0
1990-02-10,45.55,-122.0,"LOWER COLUMBIA, HOOD RIVER",666,22D02S,North Fork,3060,25.8,12.7,203.0,86.4,83.8,103.0
1990-02-10,42.0166667,-115.0,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",871,15G02S,Wilson Creek,7120,14.65,9.9,103.0,19.4,11.6,97.5
1990-02-10,46.95,-116.3333333,CLEARWATER AND SALMON,752,16C01S,Sherwin,3200,10.6,8.3,128.0,23.1,21.0,110.0
1990-02-10,41.8666667,-115.25,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",698,15H14S,Pole Creek R.S.,8360,13.1,13.2,99.0,6.6,8.0,82.0
1990-02-10,46.25,-113.76666670000002,UPPER CLARK FORK RIVER BASIN,760,13C03S,Skalkaho Summit,7250,18.0,14.7,122.0,18.2,15.8,115.0
1990-02-10,47.0,-113.9333333,UPPER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,14.65,21.9,103.0,19.4,22.8,97.5
1990-02-10,46.2666667,-113.1666667,UPPER CLARK FORK RIVER BASIN,850,13C43S,Warm Springs,7800,14.8,13.1,113.0,17.8,15.2,117.0
1990-02-10,46.1833333,-113.85,BITTERROOT,433,13C39S,Daly Creek,5780,8.8,7.0,126.0,11.4,9.7,118.0
1990-02-10,46.6333333,-114.5833333,BITTERROOT,588,14C05S,Lolo Pass,5240,24.1,19.3,125.0,32.6,24.5,133.0
1990-02-10,45.6666667,-113.95,BITTERROOT,638,13D16S,Moose Creek,6200,10.2,11.9,86.0,13.0,14.5,90.0
1990-02-10,45.7333333,-114.48333329999998,BITTERROOT,662,14D02S,Nez Perce Camp,5650,10.2,9.2,111.0,15.7,14.4,109.0
1990-02-10,45.7,-113.96666670000002,BITTERROOT,727,13D22S,Saddle Mtn.,7940,17.9,16.6,108.0,17.0,16.3,104.0
1990-02-10,46.25,-113.76666670000002,BITTERROOT,760,13C03S,Skalkaho Summit,7250,18.0,14.7,122.0,18.2,15.8,115.0
1990-02-10,46.15,-114.45,BITTERROOT,835,14C13S,Twelvemile Creek,5600,14.9,11.9,125.0,25.7,22.9,112.0
1990-02-10,46.15,-114.5,BITTERROOT,836,14C12S,Twin Lakes,6400,33.1,26.0,127.0,38.6,31.9,121.0
1990-02-10,46.9833333,-115.03333329999998,LOWER CLARK FORK RIVER BASIN,530,15C10S,Hoodoo Basin,6050,34.2,27.3,125.0,43.6,33.4,131.0
1990-02-10,47.5333333,-115.78333329999998,LOWER CLARK FORK RIVER BASIN,535,15B21S,Humboldt Gulch,4250,11.4,8.9,128.0,37.0,26.6,139.0
1990-02-10,46.6333333,-114.5833333,LOWER CLARK FORK RIVER BASIN,588,14C05S,Lolo Pass,5240,24.1,19.3,125.0,32.6,24.5,133.0
1990-02-10,47.45,-115.7,LOWER CLARK FORK RIVER BASIN,594,15B02S,Lookout,5190,28.0,20.0,140.0,40.3,28.9,139.0
1990-02-10,48.1333333,-115.6166667,LOWER CLARK FORK RIVER BASIN,932,15A12S,Poorman Creek,5100,14.65,23.7,103.0,19.4,39.8,97.5
1990-02-10,47.1833333,-114.3333333,LOWER CLARK FORK RIVER BASIN,783,14B05S,Sleeping Woman,6150,14.65,10.1,103.0,19.4,14.7,97.5
1990-02-10,48.6833333,-117.1833333,COLUMBIA ABOVE METHOW,376,17A01S,Bunchgrass Mdw,5000,22.3,19.0,117.0,29.9,25.2,119.0
1990-02-10,47.55,-115.8166667,IDAHO PANHANDLE REGION,803,15B09S,Sunset,5540,26.3,17.3,152.0,39.0,26.3,148.0
1990-02-10,46.95,-116.3333333,IDAHO PANHANDLE REGION,752,16C01S,Sherwin,3200,10.6,8.3,128.0,23.1,21.0,110.0
1990-02-10,48.3666667,-116.6333333,IDAHO PANHANDLE REGION,738,16A10S,Schweitzer Basin,6090,42.0,32.8,128.0,40.2,29.3,137.0
1990-02-10,47.8833333,-117.0833333,IDAHO PANHANDLE REGION,707,17B04S,Quartz Peak,4700,18.6,15.6,119.0,29.5,24.3,121.0
1990-02-10,48.05,-116.23333329999998,IDAHO PANHANDLE REGION,645,16A04S,Mosquito Ridge,5260,33.1,26.0,127.0,47.4,32.3,147.0
1990-02-10,46.35,-112.26666670000002,UPPER CLARK FORK RIVER BASIN,722,12C11S,Rocker Peak,8000,11.2,8.7,129.0,11.8,9.1,130.0
1990-02-10,47.15,-116.26666670000002,IDAHO PANHANDLE REGION,623,16B14S,Mica Creek,4510,14.65,17.6,103.0,19.4,30.6,97.5
1990-02-10,47.45,-115.7,IDAHO PANHANDLE REGION,594,15B02S,Lookout,5190,28.0,20.0,140.0,40.3,28.9,139.0
1990-02-10,47.5333333,-115.78333329999998,IDAHO PANHANDLE REGION,535,15B21S,Humboldt Gulch,4250,11.4,8.9,128.0,37.0,26.6,139.0
1990-02-10,48.6833333,-117.1833333,IDAHO PANHANDLE REGION,376,17A01S,Bunchgrass Mdw,5000,22.3,19.0,117.0,29.9,25.2,119.0
1990-02-10,48.3,-116.0666667,IDAHO PANHANDLE REGION,323,16A08S,Bear Mountain,5400,50.8,38.6,132.0,69.3,49.5,140.0
1990-02-10,47.55,-115.8166667,LOWER CLARK FORK RIVER BASIN,803,15B09S,Sunset,5540,26.3,17.3,152.0,39.0,26.3,148.0
1990-02-10,47.0,-113.9333333,LOWER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,14.65,21.9,103.0,19.4,22.8,97.5
1990-02-10,47.0833333,-115.96666670000002,IDAHO PANHANDLE REGION,600,15B14S,Lost Lake,6110,45.1,39.9,113.0,51.9,41.9,124.0
