# --------------------------- WARNING ------------------------------
# The data you have obtained are provisional and subject to revision.
#
# Contact your state water supply staff for assistance
# http://www.wcc.nrcs.usda.gov/partnerships/links_wsfs.html
#
# United States Department of Agriculture
# Natural Resources Conservation Service
# National Water and Climate Center
# Portland Oregon
#
# S N O W  P R E C I P I T A T I O N   U P D A T E
#
# This report is based on mountain data from USDA-NRCS SNOTEL Sites
# Data are based on the first reading of the day (typically 00:00)
# Sunday: February 10 1991
# 
# Medians and averages are calculated for the period 1981-2010.
#
# retrieved: Wednesday: February 10 2021 PDT
#
# This file contains the Columbia River Basin SNOTEL Snow and Precipitation Update Report
#
# This file contains a list of stations and basin summaries of hydrologic conditions.
# The fields are comma delimited and the first line after this header describes the contents of each column:
#
#    column                             column definition
#    -------------------------          -------------------------------------
#  1 Lat                                decimal latitude
#  2 Long                               decimal longitude w/negative sign
#  3 YYYYMMDD                           date of observation
#  4 Basin_name                         state sub-basin name
#  5 Station_id                         Snotel system identification code
#  6 Acton_id                           Snow Survey Program ACTON code
#  7 Station_name                       station name
#  8 Elevation                          elevation (feet)
#  9 Wteq_amt                           current snow water equivalent (inches)
# 10 Wteq_med                           snow water equivalent Median (inches)
# 11 Wteq_amt_pct_med                   current snow water equivalent as percent of Median
# 12 Wteq_amt_pct_med_flag              snow water equivalent validity code
# 13 Prec_wytd_amt                      water year to date precipitation (inches)
# 14 Prec_wytd_avg                      water year to date precipitation Average (inches)
# 15 Prec_wytd_pctavg                   water year to date precipitation as percent of Average
# 16 Prec_wytd_pct_avg_flag             water year to date precipitation validty code
#
# Data-value qualification codes included in this output:
#  -997 Data may not provide a valid measure of conditions
#         If the current swe data value is > 0 and the Median is 0 then the percent of Median flag = -997
#         If either the current data value or the Median is missing then the percent of Median cell will be blank and the percent of Median flag will be -997
#         If the current swe value is < 10% of the Median peak swe then the percent of Median flag = -997
#         If over 1/2 of the stations for a basin report missing or invalid data then the percent of Median flag = -997
#  -998 No Normal available
#  -999 Missing data
#         If the current data value is missing then the current data value = -999
#         If the current precipitation is negative then the current precipitation value = -999
#         If the current swe is < -1 then the current swe value = -999
#         If over 1/2 of the stations for a basin are missing then the percent of Average cell is blank
#
# If the Basin Index (%) for comparison value is flagged as potentially invalid
# care should be taken to evaluate if the value is representative of conditions in the basin.
#
# The SNOW WATER EQUIVALENT percent of Median represents the snow water
# equivalent found at selected SNOTEL sites in or near the basin compared
# to the Median value for those sites on this day.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# The TOTAL PRECIPITATION percent of Average represents the total,,,,,,,,,,,,,,,,
# precipitation (beginning October 1st) found at selected SNOTEL sites in,,,,,,,,,,,,,,,,
# or near the basin compared to the Average value for those sites on this day.,,,,,,,,,,,,,,,,
# Site -- Either: (a) the current value is missing; 
#(b) the median or average for the day is not available or is zero; or 
#(c) for snow water equivalent the median for the day is less than 10% of the maximum median value for  the year.
# Basin - More than half of the sites within the basin are flagged with * preventing the 
#calculation of a meaningful basin index.
The basin index is calculated as the sum of the valid current values 
divided by the sum of the corresponding medians (for snow water equivalent)
or averages (for precipitation) and the resulting fraction multiplied by 100.
##########################################################################,,,,,,,,,,,,,
Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
47.1833333,-114.3333333,19910210,"FLATHEAD RIVER BASIN",783,"14B05S","Sleeping Woman","6150",-999,10.1,,-997,-999,14.7,,-997,
48.9166667,-114.8666667,19910210,"FLATHEAD RIVER BASIN",787,"14A12S","Stahl Peak","6030",43.0,23.2,185,,43.5,26.6,164,,
47.0000000,-113.9333333,19910210,"FLATHEAD RIVER BASIN",901,"13C01S","Stuart Mountain","7400",-999,21.9,,-997,-999,22.8,,-997,
,,,,"FLATHEAD RIVER BASIN",,,Basin Index (%),"","",152,,"","",149,, 
46.1000000,-113.1333333,19910210,"UPPER CLARK FORK RIVER BASIN",313,"13C44S","Barker Lakes","8250",6.8,8.6,79,,11.4,10.5,109,,
45.8000000,-112.5166667,19910210,"UPPER CLARK FORK RIVER BASIN",315,"12D09S","Basin Creek","7180",2.4,4.8,50,,3.8,6.0,63,,
46.4166667,-113.4333333,19910210,"UPPER CLARK FORK RIVER BASIN",349,"13C13S","Black Pine","7210",7.0,6.7,104,,8.2,9.1,90,,
46.4666667,-113.4000000,19910210,"UPPER CLARK FORK RIVER BASIN",410,"13C33S","Combination","5600",2.9,3.4,85,,6.4,6.5,98,,
47.0500000,-112.6000000,19910210,"UPPER CLARK FORK RIVER BASIN",413,"12B16S","Copper Bottom","5200",8.9,-998,,-997,14.6,11.7,125,,
47.0833333,-112.7333333,19910210,"UPPER CLARK FORK RIVER BASIN",414,"12B14S","Copper Camp","6950",28.4,-998,,-997,32.9,23.0,143,,
46.8833333,-113.3166667,19910210,"UPPER CLARK FORK RIVER BASIN",604,"13C38S","Lubrecht Flume","4680",4.5,4.1,110,,9.8,7.4,132,,
46.8500000,-112.5000000,19910210,"UPPER CLARK FORK RIVER BASIN",903,"12C22S","Nevada Ridge","7020",-999,9.4,,-997,-999,11.5,,-997,
46.8666667,-113.2833333,19910210,"UPPER CLARK FORK RIVER BASIN",657,"13C31S","N Fk Elk Creek","6250",9.7,7.3,133,,12.2,9.6,127,,
47.2666667,-113.7500000,19910210,"UPPER CLARK FORK RIVER BASIN",667,"13B07S","North Fork Jocko","6330",41.8,28.8,145,,45.8,35.5,129,,
46.1333333,-113.3000000,19910210,"UPPER CLARK FORK RIVER BASIN",930,"13C36S","Peterson Meadows","7200",4.6,5.8,79,,-999,7.5,,-997,
46.3500000,-112.2666667,19910210,"UPPER CLARK FORK RIVER BASIN",722,"12C11S","Rocker Peak","8000",7.3,8.7,84,,8.6,9.1,95,,
46.2500000,-113.7666667,19910210,"UPPER CLARK FORK RIVER BASIN",760,"13C03S","Skalkaho Summit","7250",16.0,14.7,109,,16.7,15.8,106,,
47.0000000,-113.9333333,19910210,"UPPER CLARK FORK RIVER BASIN",901,"13C01S","Stuart Mountain","7400",-999,21.9,,-997,-999,22.8,,-997,
46.2666667,-113.1666667,19910210,"UPPER CLARK FORK RIVER BASIN",850,"13C43S","Warm Springs","7800",12.7,13.1,97,,15.7,15.2,103,,
,,,,"UPPER CLARK FORK RIVER BASIN",,,Basin Index (%),"","",109,,"","",117,, 
46.1833333,-113.8500000,19910210,"BITTERROOT",433,"13C39S","Daly Creek","5780",6.2,7.0,89,,9.0,9.7,93,,
46.6333333,-114.5833333,19910210,"BITTERROOT",588,"14C05S","Lolo Pass","5240",21.4,19.3,111,,28.9,24.5,118,,
45.6666667,-113.9500000,19910210,"BITTERROOT",638,"13D16S","Moose Creek","6200",10.8,11.9,91,,12.9,14.5,89,,
45.7333333,-114.4833333,19910210,"BITTERROOT",662,"14D02S","Nez Perce Camp","5650",9.3,9.2,101,,15.6,14.4,108,,
45.7000000,-113.9666667,19910210,"BITTERROOT",727,"13D22S","Saddle Mtn.","7940",15.5,16.6,93,,15.6,16.3,96,,
46.2500000,-113.7666667,19910210,"BITTERROOT",760,"13C03S","Skalkaho Summit","7250",16.0,14.7,109,,16.7,15.8,106,,
46.1500000,-114.4500000,19910210,"BITTERROOT",835,"14C13S","Twelvemile Creek","5600",11.8,11.9,99,,23.2,22.9,101,,
46.1500000,-114.5000000,19910210,"BITTERROOT",836,"14C12S","Twin Lakes","6400",30.9,26.0,119,,35.3,31.9,111,,
,,,,"BITTERROOT",,,Basin Index (%),"","",105,,"","",105,, 
46.9833333,-115.0333333,19910210,"LOWER CLARK FORK RIVER BASIN",530,"15C10S","Hoodoo Basin","6050",37.8,27.3,138,,39.4,33.4,118,,
47.5333333,-115.7833333,19910210,"LOWER CLARK FORK RIVER BASIN",535,"15B21S","Humboldt Gulch","4250",8.3,8.9,93,,36.5,26.6,137,,
46.6333333,-114.5833333,19910210,"LOWER CLARK FORK RIVER BASIN",588,"14C05S","Lolo Pass","5240",21.4,19.3,111,,28.9,24.5,118,,
47.4500000,-115.7000000,19910210,"LOWER CLARK FORK RIVER BASIN",594,"15B02S","Lookout","5190",21.9,20.0,110,,37.0,28.9,128,,
48.1333333,-115.6166667,19910210,"LOWER CLARK FORK RIVER BASIN",932,"15A12S","Poorman Creek","5100",-999,23.7,,-997,-999,39.8,,-997,
47.1833333,-114.3333333,19910210,"LOWER CLARK FORK RIVER BASIN",783,"14B05S","Sleeping Woman","6150",-999,10.1,,-997,-999,14.7,,-997,
47.0000000,-113.9333333,19910210,"LOWER CLARK FORK RIVER BASIN",901,"13C01S","Stuart Mountain","7400",-999,21.9,,-997,-999,22.8,,-997,
47.5500000,-115.8166667,19910210,"LOWER CLARK FORK RIVER BASIN",803,"15B09S","Sunset","5540",27.2,17.3,157,,38.4,26.3,146,,
,,,,"LOWER CLARK FORK RIVER BASIN",,,Basin Index (%),"","",126,,"","",129,, 
48.3000000,-116.0666667,19910210,"IDAHO PANHANDLE REGION",323,"16A08S","Bear Mountain","5400",45.6,38.6,118,,67.2,49.5,136,,
48.6833333,-117.1833333,19910210,"IDAHO PANHANDLE REGION",376,"17A01S","Bunchgrass Mdw","5000",21.5,19.0,113,,28.8,25.2,114,,
47.5333333,-115.7833333,19910210,"IDAHO PANHANDLE REGION",535,"15B21S","Humboldt Gulch","4250",8.3,8.9,93,,36.5,26.6,137,,
47.4500000,-115.7000000,19910210,"IDAHO PANHANDLE REGION",594,"15B02S","Lookout","5190",21.9,20.0,110,,37.0,28.9,128,,
47.0833333,-115.9666667,19910210,"IDAHO PANHANDLE REGION",600,"15B14S","Lost Lake","6110",58.1,39.9,146,,56.6,41.9,135,,
47.1500000,-116.2666667,19910210,"IDAHO PANHANDLE REGION",623,"16B14S","Mica Creek","4510",17.3,17.6,98,,37.7,30.6,123,,
48.0500000,-116.2333333,19910210,"IDAHO PANHANDLE REGION",645,"16A04S","Mosquito Ridge","5260",26.4,26.0,102,,41.4,32.3,128,,
47.8833333,-117.0833333,19910210,"IDAHO PANHANDLE REGION",707,"17B04S","Quartz Peak","4700",11.9,15.6,76,,24.8,24.3,102,,
48.3666667,-116.6333333,19910210,"IDAHO PANHANDLE REGION",738,"16A10S","Schweitzer Basin","6090",34.3,32.8,105,,31.0,29.3,106,,
46.9500000,-116.3333333,19910210,"IDAHO PANHANDLE REGION",752,"16C01S","Sherwin","3200",7.0,8.3,84,,25.0,21.0,119,,
47.5500000,-115.8166667,19910210,"IDAHO PANHANDLE REGION",803,"15B09S","Sunset","5540",27.2,17.3,157,,38.4,26.3,146,,
,,,,"IDAHO PANHANDLE REGION",,,Basin Index (%),"","",115,,"","",126,, 
48.6833333,-117.1833333,19910210,"COLUMBIA ABOVE METHOW",376,"17A01S","Bunchgrass Mdw","5000",21.5,19.0,113,,28.8,25.2,114,,
48.7166667,-120.6666667,19910210,"COLUMBIA ABOVE METHOW",515,"20A05S","Harts Pass","6490",57.0,29.6,193,,51.8,-998,,-997,
48.3666667,-119.0833333,19910210,"COLUMBIA ABOVE METHOW",644,"19A13S","Moses Mtn","5010",-999,10.6,,-997,-999,13.1,,-997,
48.6500000,-119.8333333,19910210,"COLUMBIA ABOVE METHOW",728,"19A02S","Salmon Meadows","4460",5.1,6.9,74,,7.4,10.1,73,,
,,,,"COLUMBIA ABOVE METHOW",,,Basin Index (%),"","",151,,"","",103,, 
47.3500000,-120.6833333,19910210,"CHELAN, ENTIAT, WENATCHEE",352,"20B02S","Blewett Pass","4240",7.4,12.9,57,,28.8,22.1,130,,
48.2000000,-120.9166667,19910210,"CHELAN, ENTIAT, WENATCHEE",606,"20A23S","Lyman Lake","5980",71.6,43.0,167,,75.2,46.7,161,,
42.0166667,-115.0000000,19910210,"CHELAN, ENTIAT, WENATCHEE",871,"15G02S","Wilson Creek","7120",7.5,9.9,76,,9.1,11.6,78,,
48.4500000,-120.9166667,19910210,"CHELAN, ENTIAT, WENATCHEE",681,"20A12S","Park Creek Ridge","4600",49.2,33.0,149,,66.0,43.4,152,,
47.9833333,-120.5666667,19910210,"CHELAN, ENTIAT, WENATCHEE",699,"20B24S","Pope Ridge","3590",11.1,14.5,77,,33.5,22.3,150,,
47.7500000,-121.1000000,19910210,"CHELAN, ENTIAT, WENATCHEE",791,"21B01S","Stevens Pass","3950",33.5,29.6,113,,91.8,55.1,167,,
47.2333333,-120.3000000,19910210,"CHELAN, ENTIAT, WENATCHEE",832,"20B25S","Trough","5480",3.0,8.1,37,,9.2,15.2,61,,
47.2833333,-120.3666667,19910210,"CHELAN, ENTIAT, WENATCHEE",841,"20B07S","Upper Wheeler","4330",7.0,9.7,72,,13.0,15.2,86,,
,,,,"CHELAN, ENTIAT, WENATCHEE",,,Basin Index (%),"","",118,,"","",141,, 
46.8166667,-121.3333333,19910210,"YAKIMA, AHTANUM",375,"21C38S","Bumping Ridge","4610",14.1,18.7,75,,46.7,37.6,124,,
47.5333333,-121.0833333,19910210,"YAKIMA, AHTANUM",478,"21B04S","Fish Lake","3430",20.4,23.3,88,,64.0,41.0,156,,
46.5500000,-121.1666667,19910210,"YAKIMA, AHTANUM",502,"21C10S","Green Lake","5920",11.6,16.0,72,,18.2,21.5,85,,
47.2833333,-120.4833333,19910210,"YAKIMA, AHTANUM",507,"20B11S","Grouse Camp","5390",7.3,-998,,-997,17.4,19.1,91,,
46.3500000,-121.0833333,19910210,"YAKIMA, AHTANUM",599,"21C39S","Lost Horse","5120",9.5,14.7,65,,16.3,20.6,79,,
46.9000000,-121.4833333,19910210,"YAKIMA, AHTANUM",642,"21C17S","Morse Lake","5410",32.3,38.5,84,,51.5,48.9,105,,
47.3833333,-121.0666667,19910210,"YAKIMA, AHTANUM",734,"21B51S","Sasse Ridge","4340",18.2,24.1,76,,52.2,37.4,140,,
46.6333333,-121.3833333,19910210,"YAKIMA, AHTANUM",863,"21C28S","White Pass E.S.","4440",12.2,16.9,72,,28.1,27.2,103,,
,,,,"YAKIMA, AHTANUM",,,Basin Index (%),"","",78,,"","",116,, 
43.9333333,-110.4500000,19910210,"SNAKE ABOVE PALISADES",314,"10F02S","Base Camp","7060",8.2,11.5,71,,12.3,14.9,83,,
42.9666667,-110.6166667,19910210,"SNAKE ABOVE PALISADES",353,"10G02S","Blind Bull Sum","8650",12.3,15.1,81,,10.7,13.7,78,,
42.6500000,-110.8166667,19910210,"SNAKE ABOVE PALISADES",419,"10G25S","Cottonwood Creek","7670",11.0,13.8,80,,14.0,16.9,83,,
43.1333333,-110.2000000,19910210,"SNAKE ABOVE PALISADES",460,"10F17S","East Rim Divide","7930",7.1,7.0,101,,7.6,8.2,93,,
43.3500000,-110.4333333,19910210,"SNAKE ABOVE PALISADES",497,"10F29S","Granite Creek","6770",7.3,11.6,63,,10.4,14.5,72,,
44.1333333,-110.8333333,19910210,"SNAKE ABOVE PALISADES",499,"10E15S","Grassy Lake","7265",17.1,22.2,77,,20.9,25.6,82,,
43.3833333,-110.1333333,19910210,"SNAKE ABOVE PALISADES",506,"10F19S","Gros Ventre Summit","8750",8.2,8.7,94,,7.3,8.7,84,,
44.2166667,-110.6666667,19910210,"SNAKE ABOVE PALISADES",577,"10E09S","Lewis Lake Divide","7850",16.7,21.8,77,,18.8,24.8,76,,
43.1666667,-110.1333333,19910210,"SNAKE ABOVE PALISADES",597,"10F16S","Loomis Park","8240",8.5,10.2,83,,10.0,12.0,83,,
43.5166667,-110.9166667,19910210,"SNAKE ABOVE PALISADES",689,"10F23S","Phillips Bench","8200",14.4,16.9,85,,15.5,19.5,79,,
42.5000000,-110.9166667,19910210,"SNAKE ABOVE PALISADES",730,"10G08S","Salt River Summit","7640",6.3,8.5,74,,8.2,11.4,72,,
42.5333333,-110.6666667,19910210,"SNAKE ABOVE PALISADES",779,"10G20S","Spring Creek Divide","9000",12.0,15.7,76,,12.6,16.5,76,,
43.7500000,-110.0500000,19910210,"SNAKE ABOVE PALISADES",822,"10F09S","Togwotee Pass","9580",15.1,15.7,96,,16.7,16.9,99,,
44.1500000,-110.2166667,19910210,"SNAKE ABOVE PALISADES",837,"10E17S","Two Ocean Plateau","9240",15.5,18.9,82,,16.5,18.5,89,,
42.8166667,-110.8333333,19910210,"SNAKE ABOVE PALISADES",868,"10G23S","Willow Creek","8080",15.4,18.2,85,,19.7,23.0,86,,
,,,,"SNAKE ABOVE PALISADES",,,Basin Index (%),"","",81,,"","",82,, 
44.5000000,-111.1333333,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",347,"11E35S","Black Bear","8170",19.4,25.6,76,,19.3,26.5,73,,
44.4333333,-112.0000000,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",424,"11E37S","Crab Creek","6900",4.2,8.5,49,,4.3,11.1,39,,
44.1333333,-110.8333333,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",499,"10E15S","Grassy Lake","7265",17.1,22.2,77,,20.9,25.6,82,,
44.4166667,-111.3833333,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",546,"11E10S","Island Park","6290",7.4,10.5,70,,8.7,13.2,66,,
44.2166667,-110.6666667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",577,"10E09S","Lewis Lake Divide","7850",16.7,21.8,77,,18.8,24.8,76,,
44.5833333,-111.1166667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",609,"11E31S","Madison Plateau","7750",12.7,15.1,84,,14.3,18.4,78,,
43.5166667,-110.9166667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",689,"10F23S","Phillips Bench","8200",14.4,16.9,85,,15.5,19.5,79,,
43.5666667,-111.2166667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",695,"11F02S","Pine Creek Pass","6720",9.1,10.2,89,,12.0,15.3,78,,
42.5166667,-111.9500000,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",741,"11G30S","Sedgwick Peak","7850",10.6,13.6,78,,11.6,14.5,80,,
43.2166667,-111.6833333,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",749,"11F11S","Sheep Mtn.","6650",8.6,9.8,88,,9.2,11.6,79,,
42.5666667,-111.3000000,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",761,"11G05S","Slug Creek Divide","7225",7.2,9.6,75,,11.7,14.4,81,,
42.9500000,-111.3666667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",770,"11G01S","Somsen Ranch","6800",7.7,9.4,82,,9.5,11.8,81,,
44.6166667,-111.1500000,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",858,"11E30S","Whiskey Creek","6800",8.4,10.0,84,,10.7,14.1,76,,
44.5333333,-111.4166667,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",860,"11E36S","White Elephant","7710",10.2,17.4,59,,11.6,20.3,57,,
42.7500000,-112.4833333,19910210,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",867,"12G17S","Wildhorse Divide","6490",9.4,9.8,96,,10.3,13.4,77,,
,,,,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",,,Basin Index (%),"","",78,,"","",74,, 
43.2666667,-115.3500000,19910210,"BIG AND LITTLE WOOD BASINS",382,"15F09S","Camas Creek Divide","5710",-999,9.7,,-997,-999,12.9,,-997,
43.7666667,-114.4166667,19910210,"BIG AND LITTLE WOOD BASINS",895,"14F19S","Chocolate Gulch","6310",-999,9.0,,-997,-999,11.7,,-997,
43.6000000,-114.6666667,19910210,"BIG AND LITTLE WOOD BASINS",450,"14F08S","Dollarhide Summit","8420",7.1,-998,,-997,8.9,18.1,49,,
43.8833333,-114.6666667,19910210,"BIG AND LITTLE WOOD BASINS",489,"14F17S","Galena","7470",5.1,11.7,44,,6.6,13.3,50,,
43.8666667,-114.7166667,19910210,"BIG AND LITTLE WOOD BASINS",490,"14F12S","Galena Summit","8780",6.1,12.6,48,,7.9,14.0,56,,
43.6166667,-113.9333333,19910210,"BIG AND LITTLE WOOD BASINS",492,"13F04S","Garfield R.S.","6560",2.2,7.1,31,,3.0,9.0,33,,
43.7166667,-114.1666667,19910210,"BIG AND LITTLE WOOD BASINS",537,"14F16S","Hyndman","7620",3.7,8.3,45,,4.1,11.1,37,,
43.8166667,-114.2666667,19910210,"BIG AND LITTLE WOOD BASINS",601,"14F03S","Lost-Wood Divide","7900",5.0,13.4,37,,5.7,14.7,39,,
